commnets
He proved today he has no business being the President of the United States!!! Down right disgusting!!!
"How much of the USA do we have to lose before people, press, and Congress will stand up to this Communist Trump? Do we wait until we have no allies but Russia or do we stop it now as Americans that love our country?"
"You Americans might not believe in God or in prayers but at this rate after watching the Donald Trump speak, you guys need either an impeachment or an EXORCIST . Because even Idi Amin,won't go that low,insulting other President's achievements in such shameful manner on international stage."
"A Manchurian candidate is a person, especially a politician, being used as a puppet by an enemy power. The term is commonly used to indicate disloyalty or corruption, whether intentional or unintentional."
"Thank you Anderson. It is astounding that this guy can't act on our country's behalf. If this is not treason, then it is close. Where is our Representative? This is impeachable. Get him out before he sells us all to Russia. He should go to prison."
"True! any one that is paying attention to whats happening in our country and where this men wants to take us know it was a disgrace a embarrassment    And a troubling moment for the country...
and to say that Russia intelligence should work together with our intelligence is the one of the most absurd things this men ever saidÌ†ΩÌ∏°Ì†ΩÌ∏°Ì†ΩÌ∏°
Time to wake up!
We are being attack from within....Ì†ΩÌ∏°Ì†ΩÌ∏°Ì†ΩÌ∏°Ì†ΩÌ∏°"
"I watched the press conference live and as soon as it was over I was thinking the exact same thing. It was the most disgraceful performance by an American President. This is a sad day in American history. The press conference was horrifying to watch. President Trump said he believes Putin, an ex KGB agent and tyrant, over his own Department of Justice, some of the finest investigators and dedicated American law enforcement officers. President Trump threw America, democracy and the free press under the bus."
"This president in name only is a disgrace to our country,  and a real threat to our democracy.  I wonder if Putin offered him asylum for treason.   I hope so.   I would help him pack."
"I know this will probably get lost in the comments below, but sometimes when I‚Äôm home alone I like to go out in my garden and cover myself with dirt and pretend I‚Äôm a carrot."
"Here come the ""What about Obama?"" folks. Anytime Trump does something dumb, which is daily, his supporters' only defense is ""What about Obama?"" Dont believe me? Keep scrolling and reading the comments."
"This FBI agent Peter Strzok, a vet, is the true patriot and puts country first, I thank him for his service to our country, and hope his Dept helps in their investigations in erasing from our house traitor bone spurs and all his Russian mobsters! Thank you!"
"45 lacks integrity and his own GOP refuses to call him out on what just occurred with Putin... well can the Americans say now they want this 45 who lies in bed with Russia, a communist KGP leader... if u don‚Äôt wake up soon America u will be part of this cold Siberian country and ur allies that u have left will turn their backs.... and if this occurs u may even become a military country .... possible another World War , two countries against the world?"
Time for Congressional Republicans and anyone working in this administration to decide whose side they're on: America's or Trump's.
"Putin so bold suggesting our Intelligence and FBI come to Russia for joint investigation. Now we ALL know Trumpster is a Moran but the majority of Americans are not. Show Russian our investigative technology and other confidential information that they can use in the future. Putin, Trumpster and his Deplorables are the only ones you are Conning"
"‚ÄúJohn O. Brennan
John O. Brennan
@JohnBrennan
Donald Trump‚Äôs press conference performance in Helsinki rises to & exceeds the threshold of ‚Äúhigh crimes & misdemeanors.‚Äù It was nothing short of treasonous. Not only were Trump‚Äôs comments imbecilic, he is wholly in the pocket of Putin. Republican Patriots: Where are you???‚Äù"
Well he admitted Russia interfered with the election.  He got Putin to agree to allow Mueller to interview the 12 indicted.  Now Mueller needs to prove his evidence to get them extradited.  Surely better than a ‚Äúcut it out‚Äù verbal warning!
Avoid replying to obvious bots & trolls (may be a few actual idiots & Nazis in the mix). They write posts in support of Rump that are meant to generate a lot of responses which boosts their thread to the top where it gets read most often. Just make your own comment instead. Please spread the word. They are easy to spot because they puppet the same old BS.
It wouldn't matter if Pres Trump and Putin solved all the problems in one day.....regardless CNN and Anderson Pooper would find a way to spin it negatively...that is what CNN does and their hosts must follow suit or be unemployed.   Mindless journalistic garbage is what we've come to expect from CNN.
Putin owns Trump and how long will the GOP let this go on with Trump destroying our democracy. Does the GOP care about America or are they in the same camp with Putin and Russia.
"Disgraceful!!! I wonder what kind of dirt Putin has on Trump. Trump has no problem in throwing one of our allies under the bus, Germany, yet he can‚Äôt admit what his own party and cabinet had concluded that Russia did meddle in our election. It‚Äôs crazy.  The only explanation is that Russia has something very very troubling on him."
"Trump has his own State Run News Media. It is called Fox News. First step away from democracy!
Your president just threw you under the bus and his supporters love it! What happened to America first?"
We are in Bizarro world. Republicans know he's wrong but they are afraid to admit when it comes to Russia
"I agree with you....this is unreal! If he says Russia was involved, it would mean he did not win legally ...He is not giving this up.....He is owned by the Russians. Americans are losing their Democracy....watching it happen before our eyes and ears."
45 always backs up our enemies and not his own country. The only alliance 45 has are with our enemies. He does not belong as president because he is a traitor. His words and actions prove it daily.
"‚ÄúEveryone who works for President Trump: Quit now. Save your souls. Save your honor, such as it is. Save your reputation, such as it remains. Russia attacked our democracy. Trump has demonstrated repeatedly, and did so again with Russian President Vladimir Putin in Helsinki, that he doesn‚Äôt care and won‚Äôt...‚Äù -Columnist Ruth Marcus, The Washington Post"
Well the whole world saw 45 for what he really is. I am ashamed to say that he is POTUS. He‚Äôs not my president!  I never voted for him I saw him for what he was years ago. Leopards don‚Äôt change their spots.
"it was a fiasco, Trump chosing to believe Putin over his own US personnel who are here to serve him and the American People."
"It smells like treason. It looks treason. And, it sure as hell sounds like treason. This is what dishonorable looks like. It really quite simple at this point: If anybody still supports this clown, then you support treason and are a traitor to America."
"How we react and what Anderson Cooper says are so insignificant to what experienced US intelligence and defense officials are saying.  They are horrified, although not necessarily surprised.  That's scary for me."
"""President Putin was extremely strong and powerful in his denial today"" says Trump... Two malignant narcissists standing on a stage together embodying the very definition of denial: A defense mechanism in which confrontation with a personal problem or with reality is avoided by denying the existence of the problem or reality."
"Sounds to me that Puten has managed with his great evil, just like Hitler to mass mesmerize. Trump doesn't s try and a chance against someone that powerful to manipulate others thinking. Remember Rasputin mesmerized many in Russia especially the monarchy. 
Trump is basically a weak minded bully and is the easiest target for Putin."
"What a disgrace & an embarrassment to this country.  Sad,  Sad day for this country & the world for the US president to act & speak this way!   
This country is in a world of hurt & the Republican party needs to stand up & take action NOW!   It will only get worse!"
"I don't think anyone should be surprised by this.  

As for his base, I think if he were literallty sitting in Putin's lap whispering sweet nothings, they'd declare him the best foreign relations President of all time."
Is there anyone out there who Now does not think that Donald Trump is unfit for the office of the United States president
"So Trump believes a former KGB agent who knows how to play people.
He has sham elections and prisons those who run against him on bogus charges.
He has people poisoned one with dual citizenship twice. Has people shot on the streets and killed.
Goes into countries to assist in murdering citizens including children.
This President believes this man over his own Intelligence agencies in this country. Who are Republicans.
The Intel during the Obama administration said it was Russia and now this intel said the same.
Also other Allies sent the US intel about their hearing Russian chatter and were concerned.
So you have to wonder who this Administration and Republicans in Congress are loyal to.
The President always said it could have been a 400 pound guy in a basement.
Putin is not to be trusted.
This is beyond Clinton emails.
This is about the security of this country.
There have been multiple shows on TV that talk about how and what Putin authorizes.
Cspan where Intel testifies.
Folks really need to get past watching only Fox Entertainment channel.
I‚Äôm deeply concerned about the security of this country.
We need to rally voters in November.
This President does nothing but lie and profit off his Presidency."
"Anderson Cooper 360, next time dont say anything...silence says more mate.
Unbelievable, unsustainable, unfaithful towards Americans and allies! God help you all in 2020"
One of the lowest moment of the POTUS office emerged today. Shame on that so called ‚ÄúPresident‚Äù. 2020 can‚Äôt come soon enough. You bring dishonor to us all.
"Were y‚Äôall expecting anything different from him?  He will never own he was helped, his pride won‚Äôt allow it.  Everything is a game to him and he choose according.  After all, surely y‚Äôall didn‚Äôt think he was going to call Putin out to his face.  He‚Äôs a Twitter Bully, he‚Äôs too weak to say it to someone faceÌ†ΩÌ≤Ø.  What were y‚Äôall expecting?  Knowing is half the battle!"
"Who would ever have thought that we'd come to a time when the President of The United States speaks better of Russia than of the USA? If Obama had done that the GOP would have lynched him. Make NO Mistake we are on the path for BIG changes to our country, none of it good."
"It's very clear that there's more to this that will be coming out. I have a feeling that it was no coincidence that Rosenstein came out with the report of 12 Russian conspirators just days before the Trump-Putin meeting. Also, Lisa Page is probably giving incriminating evidence on Strzok, Comey, Mueller, Hilary and Obama that will make all this look very different."
I watched the press conference held in Helsinki on television today and what stunned me was that Putin wanted Trump to win. and what was equally surprising Trump did not win by the popular vote but won electorate vote in the US. Then don't forget during Trump's campaign prior to the US Presidential election he encouraged [told] Russia they could hack into Hilary Clinton's email. So what do call that sort of political conduct? Treason.
"I have been following this for awhile. I have worked on this piece by piece. The evidence us clearly in front of us. Why have our republicans not stepped up? This is clearly treason. Anderson, I worry about the state of our country at this point. What went on behind closed doors? I have to believe it strongly points to Putin having something in this so called President."
What a joke! These two promised each other something... slimes both of them... Trump loves Russia more than the USÌ†ΩÌπÑ
Secret Service is going to have to drag the wannabe dictator Putin puppet out of the white House when he gets impeached or loses the 2020 election
Donald Trump does not have a country. His Trump brand is his country. We are now Russian. We should change our flag and throw away our Constitution. I hope the Trump voters are ready and happy.  God Bless the real America.
"Glen Paul , All of our intelligence agencies say that Russia tampered with the election  and you just don‚Äôt believe it ? Somehow you think CNN is making up this proof for our intelligence agencies to make fake news? So curious to hear how you could possibly spin this to continue your adoration for Trump. Please educate me."
"And yet against n he is not afraid about his own people and to protect them from the thread we have , he is afraid just for himself that russia could release any vidion of him ( you know what is talking about) , and today was his opportunity for him to show us that  we can support him but if he support us , and again this opportunity was again for putin and  I was really really disappointed because I just started to support him and I expected from him to tell putin , that you did this and you have to pay consequences for that , but I was wrong again and , until the pee pee tape is in the middle we cannot have the support of our president he just will continue to attack us and praise his body body putin , full stop, and to be clear , the really thread we are facing is not putin , is our president and his enablers including his supporters and fox fake news , period"
"It was disgraceful. Not sure what to make of this.  It seems staged for us and the insult continues to be the idiotic digs at the Democrats and making false accusations that nothing was done back when. And this buddy cuddle with Putin?
But if we can get Russia to start getting along with others? That would be a miracle. Especially from someone not playing well with the rest of the World.  Head shaking.....Ì†ΩÌπèÌ†ºÌøº"
"I suggest that anyone who fully supports what he did today should just move to Russia.  You don't trust your own national security officers, so just leave.  Go someplace where you will feel at home as you clearly don't honor your country any longer."
"Traitor:typically as a slur against political dissidents, or against officials in power who are perceived as failing to act in the best interest of their constituents"
This is a sad day for America. This is not about Hillary or Obama. Were any charges bought against their administration? No. Trump's administration? Yes some indictments and guilties. Now stay focused. To ALL Trump supporters. He won. He's POTUS. Today our POTUS gave the key to the world to PUTIN. Just let that marinade. #wheresamerica
"Remember when they cried about how Obama didn't stand up to Russia? And Putin?

Now Trump is actually not standing up to him lmao and they're chill with that?

Funny how the rules change so quickly and how they forget so quickly.

Trump shat on Germany calling them a slave to Russia...then he went TO Russia and spoke with Putin. Siding with Putin. 

He brushed off the aggression towards other countries. Brushes off the murder of journalists and political opponents."
Didn't think he could go any lower but trump proved me wrong. He is a disgrace to America. The whole world was watching today and he supported Putin over our dedicated National security agencies. He will never admit the Russians aided him in his white house win whether or not he was involved. But that too we will find out soon.
When did America start liking Russia? After trump and republicans said it was ok. Right now Democrats looking more American than republicans.
"Ok, and why should we pay any attention to Anderson Cooper¬¥s opinions given his level of credibility as one of the major ambassadors of Fake News Media? I am not a Trump fan, but the way CNN and especially Mr. Cooper have become a totally biased 
Fake News machinery is repulsive to put it in nice words."
It all started when intelligence agencies all over Europe seeing people in Trump‚Äôs campaign meeting with Russians!!!!  Marco Rubio ordered the opposition research when he ran against Trump in the primaries. He was done with it so the Democratic Party picked it up!!!!  Obama was shocked by the whole thing!!!!!!
"No matter what they see with their own eyes or hear with their ears, Trumpsters will defend him, blame Obama and call it ""fake news""!  Both parties need to be held accountable for their corrupt ways but I don't want to be part of the United States of Russia!  Better look where the money's going folks cause I'm not seeing it trickle down to the people who need it!!!"
"Anyone who after this display of treason against our constitution and US laws. Still backs Trump, need to do one of two things
1: Seek Medical Help ASAP
2: Pack their bags they‚Äôre moving to Russia!"
"This was so pathetic that even Putin tried to help Trump. Putin stated that Trump‚Äôs position on the Ukraine was that it was an illegal action....almost as if Trump May forget and state the opposite.  Then the unbelievable lie that Putin did not know Trump was in Moscow for The Miss Universe pageant! The Miss Universe pageant, an international event bringing in millions of dollars into the economy and he did not realize the owner of it was in town? I think he just threw it in there because he realized he could say anything and Trump would agree."
"So sick of ""press"" opinions. Let the Americans just watch and determine. This is neither a Trump endorsement or criticism. I am just so very sick of your opinions, and that includes liberal and conservative news reporting."
"I think you need to get off his case about this Russian interference with the US elections.  Of all people, you should know that US and  Russia interfere with many countries' elections and will continue to do so as long as they remain the most powerful countries in the world. The fact  is that even though  the Russia tried to influence the election, the American people chose their leader, who just happened to be Trump. So accept him and support him as a president, while he is a president."
Why the big surprise here? Trump was in bed with the Russians long before the election.  The Trump family/ administration is only looking to benefit themselves.
"What an embarrassment.  The POTUS turns his back on his own people to side with Russia.  He is doing America zero good by going against our own intelligence team and their investigation.  Chomp knows that Russia interfered, he himself or his team worked this out with them.  He loves to reflect everything bad on anyone else. To date, it's always someone else doing wrong and he knows nothing about it.  It's Crap!  We must stand together and end his presidency ASAP!"
"It's official, the news is out. When the Americans TV series ended we were left wondering what happened to Phillip Jennings. We now know what happened to Phillip. He took on a new identity as a New York real estate developer. This is the greatest sleeper cell story in Russian history. Congratulations Phillip Jennings aka Donald Trump. Does anyone notice the resemblance between Elizabeth and Melania?"
"Get off your ...... congress if this republican congress does not do anything about Trumps disgraceful speech still saying Putin is innocent we are in trouble America, what do Trump supporters have to say now especially the republican veterans"
Where is our national security? Should he be allow back in this country? He was so upset about the NFL taking a kneel during the nations anthem; looks to me like he‚Äôs on Putin‚Äôs and Russia defense.
This is one outrageous event after another!  It must be stopped!  Why have checks and balances in place if they are never enforced!  Pure treasonous acts!  Forget ‚Äúthe base‚Äù; the majority of Americans are enraged and disgraced!
"Anderson Cooper is the least qualified ‚Äúgossip reporter‚Äù from the entire entourage of mainstream media to be reporting on any issues of national/international importance. He lacks the skills, intelligence, knowledge, journalistic integrity and impartiality necessary to report accurately and without prejudice. 
He should go back to doing what he does best, conduct conversations regarding Stormy‚Äôs affairs and the likes."
Anderson cooper has become a joke!!  I always thought journalism was supposed to tell the facts not ones personal screwed beliefs.
I was always an Anderson Cooper fan. Not so much now. I can't believe everything I see on CNN. Their bias is clear. News should be based on facts not conjecture!
That's okay Trump supporters. Keep waving that American flag in one hand and the Russian flag in the other.... Justice is coming.
"Comrade Benedict Arnold on his way to the USA. I wonder how Sarah will try to spin this?
The White House is in full panic mode. Welcome him back with a pair of shiny handcuffs."
"Lol disgraceful? Shame on you, atleast Trump is honest and tells the truth unlike previous presidents. Let me guess now you are going to say that trump throws intel agencies under a bus? Cnn the most biased name in news."
"The media's job is to report the news,  not to give own views or networks view.  People can make their own mind up based.on facts and facts are consistently misconstrued by the opinions of people and reported as news.  Surely everyone knows what opinions mean. Opinions are like alpha hotels, (AH) everyone has one."
"Spot on Anderson, spot on! The Russians must have something BIGGLY on Trump for him to sell out his office and country in this manner! Ì†æÌ¥®Ì†ΩÌ∏è"
"Remember Trump said you're FAKE news.  CNN needs to follow FOX news as a role model network with some integrity and ethics, and  where real journalists work."
"Anderson Cooper: I cannot believe actually said ""one of the most disgraceful performances by an American president."" When have you EVER seen an American president do this?"
Anderson Cooper is the biggest disgrace to media reperesentation is history. Most biased and blatantly lying POS to ever get air time. Keep crying. Trumps got 2 terms chump!
"In that two hour meeting, Putin reminded Trump of the dirt he has on him. He gave Trump his propaganda talking points to deliver to the media and the American public. Trump is owned mind, body, and soul by Putin. Trump just made Russia Great Again."
This is what unfit President does! Takea  the word of Putin over the facts that have been proven. This is what America voted for. Trump has failed to protect us.
"No I didn‚Äôt vote for Trump. No I didn‚Äôt vote for Hillary. Trump is a Bigot Racist BUT. Is he doing a great job no, is he doing a good job YES. Does he want better trade for us (looks like it, we will see) Our we safer yes. Have we been getting hustled by paying 75-80% of every foreign 
affairs idea that the world is part of (hack yes we are)
Has being nice worked for decades, heck no. We are laughing joke to the world. Is Trump fixing that with tough ways that the world isn‚Äôt liking yes and I like it. I‚Äôve always been for talking to dictators cause it helps their people that have no voice and keeps up safe and less war. Great job Trump and Putin. No Russia Federation didn‚Äôt invade our election, some Russians intelligence that so called isn‚Äôt part of that government did. FBI is a joke. Hillary paid them all off. CIA does great around the world for intelligence but when they find a clue and don‚Äôt tell the FBI the month of 9/11 you kidding me. Great job Trump and Putin today keeping our peoples nations safe and the world. Keep talking and keep rocking but keep that eye close cause for continuous dialogue."
"Isn't this proof that trump is a putin puppet, maybe someone should be investigating trump & families bank accounts.... it's not rocket science all along, just a little commonsense."
This man calling himself a president needs to be impeached. The republicans defending him need to defend their oaths of office.
"Bots out in full force trying to downplay and deflect the obvious.  So easy to detect, just like the meddling and the collusion.  You ain't fooling anybody.  You are dealing with the best Intel in the world.  Mueller's coming."
No Anderson the sight of you is disgraceful and the things you do behind closed doors is really disgraceful! President Trump is making America great and now he's making the world great!
Cooper obviously doesn't understand that the majority of americans are fed up with dems/liberals.....
That press conference should have been x-rated...... we just saw trump bend over and let putin screw him
"He sounds like he knows much more and almost caved, to me. I personally am convinced that he knows and in my opinion there‚Äôs no proof Russia didn‚Äôt meddle."
That's because he wants Russia to help him with the mid terms and then help him get re elected.  It's a no brainer. Hes all bait and switch to his base. Omg and they eat it up.
A disgrace from day one.- writing was already on the wall during his fraud election . He doesnt favor america hes not for america he is for russia wth kind of clown represents america ? IS THIS A JOKE ?
"HOW ON EARTH IS THIS HAPPENING?? 
 it is 2018!! and the ‚Äûpresident‚Äú praises Putin for invading/ corrupting the election NO!!!! this is really a BIG issue Trump is going to sink the USA"
"There's got to be more to this than meets the eye... if not, high crimes and treason!

""The LOVE of money!"" Lord wake up this man that took on this grave responsibility to lead this great country!"
"Does Anderson say ""certainly""? ""...Russian leader certainly that I've..."". He does hesitate at that point but does he utter the word ""certainly""?"
"The world knows that this was not a real summit, that we have to endure the Trump era and that the world will continue it's serious politics soon as Trump left the stage. With the EU and NATO it's the same process. The Russians had Boris Yeltsin, the US have Trump. This era will pass."
Welcome to the United States of Russia still waiting for u guys to do something besides talk about doin something before it's to late
"United States leader are dictator if them don't like u they will do anything to distroy you ,if they were no Russia or China us would control the world suffering other country"
Putin was an INTELLLIGENCE AGENT!  Why in a million worlds does Trump think they can work together?  Does he not understand the concept of INTELLIGENT?
Disgraceful? He's trying to form an alliance with Russia. A nation America can never defeat. What's so disgraceful about that?
"This is one of the darkest days for the United States of America and her people.  Could you imagine Bush holding a press conference with Bin Laden and saying it was America's fault he attacked us, he believes Bin Laden instead of us. Trump is a traitor. He needs to go, now."
So what do you do when most of your patriots no longer agree with your president? Authoritarianism and being dominated by foreign powers are just not our thing.
"Oh so handsome Jim Acosta .... a thorn in their side, but we love you and Anderson Cooper. Keep it up guys! Thank you Christianne and David Bergman too."
"If USA was qualified on World Cup, the pouts will be sided with the russia team like what he is doing right now with praising putin and attacking his own people here and is doing that each and everyday, just to look good before his  traitor supporters, shame on the USA who is still allowing this to happen, I'm ashamed and everyone should be for what we have became and cannot go any lower than this and the worst is that the entire world is watching"
"Trump folds like a deck of cards, sad for this nation and it‚Äôs security. Wait until that tunnel is finished from Russia to Alaska."
"What else would Putin have said to the question of collusion, ""Yes I did it"",  Hell No. But, School Yard Bully collaspes constantly, when he's in a room with another Leader of a country. I wonder if Putin is still interested in building Trump's condos??"
"David, this isn't funny.  Our great country is going down the tubes thanx to the traitor in our White House."
Trump sold out America.  Wake up people...putin owns trump and now our country...English will not be the main language it will be Russian
"Couldn't agree more, Anderson!

Trump is tough on our allies, but a pussycat with his enemies 
#TrumpIsUnfit #NotMyPresident"
Anderson Cooper? You mean the guy who called all conservatives ‚ÄúTeabaggers‚Äù? If you don‚Äôt know what that means I‚Äôll be glad to explain!
"Trumps presidency is worse than 9/11. Pearl Harbor, and Vietnam all rolled into one.  He makes Jane Fonda look like a patriot."
Go Trump..real Americans are behind you so disregard the liberals against you--remember they supported Obama and Hillary!
"I thought for a few minutes I had played a re run of SATURDAY NIGHT LIVE,,,It is so sad...BUT I said it a thousand times he is a bag of hot air..Now it is time our Statesmen and States Women make plans to throw him the hell out of office!!!!"
"Dear Trump Supporters,

The guy you voted for just sided with Russia over his own intelligence community AND his country. 

Please defend this. Go ahead. It‚Äôs not fake news it‚Äôs his own words."
"OMG! Trump selling America out again.  When will he give up on throwing the issue off topic by blaming Hillary and other American institutions.  And, it was rather telling that Putin was hesitate to answer when asked what he had on Trump.  Trump has such an inflatable ego, the size of the Baby Trump balloon I would estimate, that he can't see what a fool he is making of himself and of America.  He is not making America great.  He is making it weak and impotent."
I have never been more ashamed of a president in my entire life. I sat here and watched this lovefest and it just made me sick and mad. To side with Putin over our own allies and intelligence  agencies is beyond my comprehension. Of course Putin denied interfering in our elections even though we now have proof. I can strongly deny I am a white male but that does not change the facts or evidence to the contrary.
"I totally agree with Anderson.  And I like how Fox tried to make this about Obama.  This has nothing to do with Obama, this is about treason by the current resident of the White House."
"Thanks Anderson,I‚Äôm so angry right now I can hardly breathe,he‚Äôs got to go,he‚Äôs caused nothing but,shame and disgrace to America not to mention Hate and disrespect."
Putin did offer to let Mueller investigate the 12 men in Russia as long as his team gets to investigate our spies in the US!
"Amazing how little our Mr Trump has become. Disgraces GB PM May, belittles NATO, and then cowers to (ras)Putin. I wonder what the Russians have on him."
"We are now witnessing the orchestrated dismantling of the United States of America as was Founded, by a Treasonous thug and his enablers in the Republican Congress and Senate. The public denigration of our Intelligence officers and DOJ, and the capitulation to a foreign enemy Dictator is Treason, through and through. It is a dark day for our nation and our western allies. God help us, because we know the Republican Party who caused this, won‚Äôt. This is their coup."
"Who is Anderson Cooper for me to care about his opinion?
I am sure he is not that important or at least no to the level of Trump and Putin."
When are all of you going to grow up and accept the will of hard working Americans. Trump not only won but he swept the vote. Enough of all you guys bashing a great President. Do you really believe that we all loved Obama but we did not act like embittered folks for 8 years. Get a life people and help make America great again
CNN has their finger on the heartbeat of the west coast and the east coast and has completely lost touch with the heart of our country and he rest of the world
"Such deep sorrow?
Helsinki a launchpad -
A pivotal moment cemented.
Denials too absurd to
Contemplate.
We are lost to decency
When our Leader succumbs
To moral and character
Flaws laying bare a decline -
Ineptitude?
Tears Ì†ΩÌ∏≠ 
Woe is us!
Woe is us!"
Do you honestly believe Russia is the only country meddling with other countries?  They all do it! Including the US.
"Im sure Trump still believes his claim about the 400 pound guy in a basement that caused interference is still what He probably believes.
His buddy 
Putin would never interfere in any country and their election. Ì†ΩÌ∏ù 
If Trump is not going to believe in this country then he needs removed from office.
Not trusting a guy who has his nuclear codes at his disposal
What‚Äôs really frightening is to see how many US citizens with Jim Jones mentality. Scary"
"It's funny how every day Trump does something else to make me hate his guts. I have never seen such a cowardace man in my entire life. How any of you supposedly ""tough"" Trump supporters can even stomach this man after he bent over today and let Putin have his way with him. Trump should trade his MAGA hat for a # metoo hat cause he just got abused."
Trump is only performing for 33% of the country. He will hear all this along with that massive protest and he will have 2 or 3 rallies to boost up his spirit again. Same cycle.
"I agree completely!! It was like being in the Twilight Zone! It should not matter who's server got hacked DNC or RNC not acceptable!! Politics aside it is our Democracy that was attacked. I respect the office but the one who shall not be named has disrespected our intelligence and our Nation!!! If Obama did this OMG! Everyone would have gone insane!!! He would be Impeached before he landed at Andrews Air Force Base. Why, not be who shall not be named!!!!!"
Trump swears he so patriotic and yet holds Putin higher than our AMERICAN institutions....he's treating Russia and Putin better than his own country
Even if he stood up there and have the cure for cancer you guys would say it‚Äôs horrible so biased it‚Äôs incredible
How much information did Obama have vs trump? Wasn't it speculation and possiblitues when Obama was in office? Now that it's definitive trump should have no questions about what should be done.
"If you still support 45 after what was said today,  you are an ignorant brainwashed fool! You also do not care for this country! Absolutely disgusting & disturbing!"
"Complete and udder embarrassment.  I'm literally astonished.  Even Fox News said it was pathetic, so that really says how bad it was."
No president has ever done so much for foreign affairs. Meeting with Putin no president has done that. He‚Äôs doing a good job but will never get credit from all the hatters.
